,Term1,Term2,Term3,Term4
1467,scrapie,cerebro,parasoriasis,piel
1468,rubor,cabello,asma,pulmon
1469,vaccina,piel,pinguicula,conjuntiva
1470,osteitis,cartilago,coroiditis,uvea
1471,cecitis,ciego,microencefalia,cerebro
1472,sudoracion,cabello,equimosis,cabello
1473,miopia,ojo,fibromialgia,articulaciones
1474,lipoatrofia,piel,endocarditis,endocardio
1475,nistagmo,ojo,cianosis,cabello
1476,pioderma,piel,prognatismo,mandibula
1477,pancreatitis,pancreas,albinismo,ojo
1478,tracoma,conjuntiva,lanugo,cabello
1479,coriorretinitis,coroides,astigmatismo,ojo
1480,pesadilla,cerebro,queratitis,cornea
1481,fascitis,fascia,celulitis,piel
1482,emetropia,ojo,celulitis,piel
1483,fascitis,fascia,posimagen,ojo
1484,esplenomegalia,bazo,paraqueratosis,piel
1485,scrapie,cerebro,kuru,cerebro
1486,demencia,cerebro,contextura,cara
1487,xerodermia,piel,albinismo,piel
1488,pleuroneumonia,pulmon,absceso,piel
1489,sudoracion,cabello,somnolencia,cerebro
1490,periodontitis,mandibula,equimosis,cabello
1491,parestesia,piel,anquiloglosia,lengua
1492,septicemia,sangre,retinitis,ojo
1493,traqueitis,traquea,progeria,piel
1494,laberintitis,laberinto,demencia,cerebro
1495,insomnio,cerebro,artritis,articulaciones
1496,neuritis,nervio,hidrotorax,pleura
1497,poiquilodermia,piel,delirio,cerebro
1498,insomnio,cerebro,orquitis,testiculo
1499,pterigion,conjuntiva,cianosis,piel
1500,osteitis,cartilago,hidrotorax,pleura
1501,osteomalacia,cartilago,gastrinoma,duodeno
1502,mediastinitis,mediastino,atelectasia,pulmon
1503,vitiligo,piel,queratitis,cornea
1504,pericarditis,corazon,dermatomiositis,piel
1505,dislexia,cerebro,dermatomicosis,cabello
1506,diplopia,ojo,albinismo,piel
1507,tracoma,ojo,cianosis,piel
1508,lipoatrofia,piel,gingivitis,encia
1509,mastitis,mama,epididimitis,epididimo
1510,narcosis,cerebro,glomerulonefritis,riñon
1511,taurodontismo,mandibula,anquiloglosia,mandibula
1512,hepatitis,higado,gingivoestomatitis,encia
1513,uremia,riñon,angioedema,piel
1514,pleuroneumonia,pulmon,corvaza,articulaciones
1515,piedra,piel,guiño,ojo
1516,xerodermia,piel,flictena,piel
1517,paraqueratosis,piel,acrodermatitis,piel
1518,mirada,ojo,queilitis,mandibula
1519,osteoporosis,cartilago,contextura,cara
1520,reumatismo,articulaciones,hemocromatosis,higado
1521,nistagmo,ojo,acalasia,abdomen
1522,taurodontismo,cara,acalasia,abdomen
1523,hipomania,cerebro,ambliopia,ojo
1524,variola,piel,alodinia,piel
1525,pleuroneumonia,pleura,somnolencia,cerebro
1526,escleritis,esclerotica,polineuritis,nervio
1527,glaucoma,ojo,angioedema,piel
1528,tracoma,conjuntiva,artrogrifosis,cerebro
1529,ovulatorio,ovario,corvaza,articulaciones
1530,uremia,riñon,foliculitis,piel
1531,erisipela,piel,conjuntivitis,conjuntiva
1532,sudoracion,cabello,gingivitis,mandibula
1533,poliosis,cabello,maloclusion,denticion
1534,taurodontismo,mandibula,midriasis,pupilar
1535,rinofima,piel,insulinoma,abdomen
1536,deslumbramiento,ojo,cicatriz,piel
1537,glomerulonefritis,riñon,gingivitis,encia
1538,petequias,piel,hipomania,cerebro
1539,noma,piel,endometritis,endometrio
1540,rubor,piel,dermatitis,piel
1541,hiperbilirrubinemia,higado,dermatomicosis,cabello
1542,kuru,posencefalo,conjuntivitis,conjuntiva
1543,vaccina,piel,paperas,mandibula
1544,dermatomicosis,cabello,aturdimiento,cerebro
1545,soriasis,piel,insulinoma,pancreas
1546,escleritis,esclerotica,lanugo,cabello
1547,pleuresia,pleura,aura,cerebro
1548,sudoracion,piel,amuck,cerebro
1549,mielitis,cerebro,gingivoestomatitis,encia
1550,xerodermia,piel,pterigion,conjuntiva
1551,esteatohepatitis,higado,neumonia,pulmon
1552,hepatitis,higado,antrax,piel
1553,reflujo,abdomen,cicatriz,piel
1554,reflujo,abdomen,palidez,piel
1555,politricosis,cabello,coriorretinitis,retina
1556,fascitis,fascia,endometritis,endometrio
1557,esplenomegalia,bazo,fibrilacion,corazon
1558,laminitis,pezuña,hirsutismo,cabello
1559,polineuritis,nervio,foliculitis,piel
1560,narcolepsia,cerebro,ambliopia,ojo
1561,sudoracion,cabello,antrax,piel
1562,uricacidemia,sangre,artrogrifosis,articulaciones
1563,esteatohepatitis,higado,celulitis,piel
1564,taurodontismo,mandibula,petequias,piel
1565,fototoxicidad,piel,politricosis,cabello
1566,disfluidez,cerebro,amaurosis,ojo
1567,penfigo,piel,mastitis,mama
1568,asialia,mandibula,crup,laringe
1569,polineuritis,nervio,hepatoesplenomegalia,higado
1570,anquiloglosia,cara,albinismo,piel
1571,epididimitis,testiculo,despierto,cerebro
1572,meningoencefalitis,cerebro,angioedema,piel
1573,paperas,mandibula,calvicie,cabello
1574,palidez,piel,amiantosis,pulmon
1575,urticaria,piel,pioderma,piel
1576,sudoracion,cabello,queratoconjuntivitis,conjuntiva
1577,encefalitis,cerebro,diplopia,ojo
1578,osteitis,cartilago,hemoptisis,expectoracion
1579,presbicia,ojo,anquiloglosia,lengua
1580,pericarditis,corazon,hemotorax,pleura
1581,pancreatitis,pancreas,hipersomnia,cerebro
1582,osteomielitis,cartilago,equimosis,cabello
1583,maniaco,cerebro,anosmia,nariz
1584,prognatismo,cartilago,duodenitis,duodeno
1585,liposarcoma,piel,hiperemia,cabello
1586,foliculitis,piel,rubor,piel
1587,diplopia,ojo,posimagen,ojo
1588,dermatomicosis,cabello,conjuntivitis,ojo
1589,soriasis,piel,cataplexia,cerebro
1590,encefalitis,cerebro,catarata,cristalino
1591,fotopsia,ojo,meningococemia,sangre
1592,pleuresia,pleura,neuralgia,nervio
1593,estertores,pecho,hepatoesplenomegalia,higado
1594,asialia,mandibula,disfluidez,cerebro
1595,meningoencefalitis,cerebro,epilepsia,cerebro
1596,rinorrea,nariz,dermatomicosis,piel
1597,taquiarritmia,corazon,cataplexia,cerebro
1598,ciatica,articulaciones,hiperemia,cabello
1599,taurodontismo,mandibula,albinismo,piel
1600,diplopia,ojo,asma,pulmon
1601,variola,piel,glomerulonefritis,riñon
1602,soriasis,piel,keratosis,piel
1603,tatuaje,piel,dermatitis,piel
1604,pustula,piel,epididimitis,testiculo
1605,fototoxicidad,piel,presbicia,ojo
1606,progeria,piel,disfluidez,cerebro
1607,osteoma,cartilago,cicatriz,piel
1608,esteatohepatitis,higado,cicatriz,piel
1609,polio,cerebro,miopia,ojo
1610,piometra,utero,neuralgia,nervio
1611,keratosis,piel,endocarditis,endocardio
1612,fotopsia,ojo,hirsutismo,piel
1613,gota,sangre,disfluidez,cerebro
1614,tatuaje,piel,despierto,cerebro
1615,equimosis,cabello,amaurosis,ojo
1616,queratoconjuntivitis,conjuntiva,diaforesis,piel
1617,epistaxis,nariz,delirio,cerebro
1618,rubor,cabello,anquiloglosia,lengua
1619,septicemia,sangre,osteoporosis,cartilago
1620,hiperqueratosis,piel,afaquia,cristalino
1621,sinovitis,articulaciones,neuromielitis,nervio
1622,taurodontismo,mandibula,catarata,cristalino
1623,uremia,riñon,ictericia,piel
1624,soriasis,piel,flictena,piel
1625,poiquilodermia,piel,osteomielitis,cartilago
1626,vertigo,laberinto,cianosis,cabello
1627,parestesia,piel,nefritis,riñon
1628,esclerodermia,fascia,queratitis,cornea
1629,vaginitis,vagina,prurito,piel
1630,osteopenia,cartilago,osteomielitis,cartilago
1631,liposarcoma,piel,criptorquidia,pelvis
1632,tendonitis,articulaciones,polineuropatia,nervio
1633,hidronefrosis,riñon,dermatomicosis,piel
1634,coriorretinitis,coroides,queilitis,mandibula
1635,pustula,piel,acrodermatitis,piel
1636,estertores,pecho,maloclusion,mandibula
1637,neuralgia,nervio,despierto,cerebro
1638,miliaria,piel,agiria,cerebro
1639,queratoconjuntivitis,conjuntiva,albinismo,piel
1640,reflujo,esofago,insulinoma,abdomen
1641,pterigion,cornea,nistagmo,ojo
1642,raquitismo,cartilago,kuru,posencefalo
1643,hepatomegalia,higado,epilepsia,cerebro
1644,reumatismo,articulaciones,enterorragia,recto
1645,polineuritis,nervio,contextura,piel
1646,pleuroneumonia,pleura,anosmia,nariz
1647,escleritis,ojo,purpura,piel
1648,neumoconiosis,pulmon,deslumbramiento,ojo
1649,emetropia,ojo,dermatomiositis,piel
1650,neumonia,pulmon,epilepsia,cerebro
1651,nefrocalcinosis,riñon,acne,piel
1652,anosmia,nariz,acrodermatitis,piel
1653,hepatoesplenomegalia,bazo,hiperemia,piel
1654,pustula,piel,hiperemia,piel
1655,anosmia,nariz,albinismo,ojo
1656,taurodontismo,lengua,crup,traquea
1657,fotopsia,ojo,anquiloglosia,lengua
1658,psitacosis,pulmon,calvicie,piel
1659,piometra,utero,rubor,cabello
1660,neumoconiosis,pulmon,lanugo,cabello
1661,somnolencia,cerebro,anquiloglosia,mandibula
1662,desmayo,cerebro,miopia,ojo
1663,neumonitis,pulmon,acne,piel
1664,taurodontismo,lengua,duodenitis,duodeno
1665,noma,mandibula,conjuntivitis,ojo
1666,poliosis,piel,piedra,piel
1667,taurodontismo,lengua,laringitis,laringe
1668,narcosis,cerebro,acidez,esofago
1669,esplenomegalia,bazo,rosacea,piel
1670,scrapie,posencefalo,laringitis,laringe
1671,palidez,piel,liposarcoma,piel
1672,meningococemia,sangre,asma,pulmon
1673,fascitis,fascia,coroiditis,retina
1674,queratocono,cornea,insulinoma,abdomen
1675,narcolepsia,cerebro,hepatomegalia,higado
1676,ovulatorio,ovario,laberintitis,laberinto
1677,estrabismo,ojo,disfluidez,cerebro
1678,pesadilla,cerebro,cataplexia,cerebro
1679,viremia,sangre,lepra,piel
1680,pioderma,piel,nefrocalcinosis,riñon
1681,kuru,posencefalo,albinismo,ojo
1682,coroiditis,uvea,diaforesis,piel
1683,poliosis,piel,epilepsia,cerebro
1684,prurito,piel,acidez,piel
1685,psitacosis,pulmon,rubor,cara
1686,deslumbramiento,ojo,dermatomiositis,piel
1687,esclerodermia,fascia,amiantosis,pulmon
1688,criptorquidia,testiculo,absceso,piel
1689,retinoblastoma,retina,mielitis,cerebro
1690,hemoptisis,expectoracion,dermatomicosis,cabello
1691,osteoporosis,cartilago,hemotorax,pleura
1692,nistagmo,ojo,coroiditis,coroides
1693,excoriacion,piel,colestasis,higado
1694,liposarcoma,piel,hipersomnia,cerebro
1695,orquitis,testiculo,fibromialgia,articulaciones
1696,vertigo,laberinto,amuck,cerebro
1697,taurodontismo,cara,insulinoma,abdomen
1698,queratoconjuntivitis,conjuntiva,coroiditis,retina
1699,urticaria,piel,encefalomielitis,cerebro
1700,escotoma,ojo,osteoporosis,cartilago
1701,mastitis,mama,kuru,posencefalo
1702,uveitis,uvea,osteoma,cartilago
1703,retinitis,ojo,fascitis,fascia
1704,rosacea,piel,gastrinoma,duodeno
1705,liposarcoma,piel,fascitis,fascia
1706,dermatomicosis,piel,criptorquidia,pelvis
1707,septicemia,sangre,antrax,piel
1708,piedra,piel,neuropatia,nervio
1709,vaginitis,vagina,taurodontismo,lengua
1710,progeria,piel,agiria,cerebro
1711,pioderma,piel,miasis,piel
1712,agiria,cerebro,acalasia,abdomen
1713,viremia,sangre,tatuaje,piel
1714,carotico,cerebro,aturdimiento,cerebro
1715,rinorrea,nariz,hiperemia,piel
1716,mastitis,mama,gingivoestomatitis,encia
1717,tendonitis,articulaciones,rinorrea,nariz
1718,laminitis,pezuña,criptorquidia,testiculo
1719,prurito,piel,osteomielitis,cartilago
1720,uremia,riñon,rubor,cara
1721,narcolepsia,cerebro,hemoptisis,expectoracion
1722,escleritis,ojo,gastrinoma,duodeno
1723,gingivitis,encia,acne,piel
1724,poliosis,piel,palidez,cara
1725,acidez,esofago,gastrinoma,duodeno
1726,mielitis,cerebro,glositis,mandibula
1727,escleritis,esclerotica,ginecomastia,mama
1728,narcosis,cerebro,amiantosis,pulmon
1729,insomnio,cerebro,laringitis,laringe
1730,pleuroneumonia,pulmon,liposarcoma,piel
1731,sudoracion,piel,despierto,cerebro
1732,nefrocalcinosis,riñon,bursitis,articulaciones
1733,retinoblastoma,retina,hirsutismo,cabello
1734,estertores,pecho,ambidiestro,cerebro
1735,pterigion,cornea,posimagen,ojo
1736,xerodermia,piel,poliosis,piel
1737,presbicia,ojo,hepatitis,higado
1738,miliaria,piel,gingivitis,mandibula
1739,hirsutismo,cabello,hepatoesplenomegalia,higado
1740,mediastinitis,mediastino,hepatomegalia,higado
1741,soriasis,piel,hiperbilirrubinemia,higado
1742,epilepsia,cerebro,anquiloglosia,lengua
1743,reflujo,abdomen,agiria,cerebro
1744,disfluidez,cerebro,amiantosis,pulmon
1745,hiperpigmentacion,piel,afaquia,cristalino
1746,insomnio,cerebro,petequias,piel
1747,sinovitis,articulaciones,epistaxis,nariz
1748,glaucoma,ojo,dismenorrea,utero
1749,hemoptisis,expectoracion,duodenitis,duodeno
1750,deslumbramiento,ojo,demencia,cerebro
1751,contextura,cara,alodinia,piel
1752,epilepsia,cerebro,cicatriz,piel
1753,laminitis,pezuña,ictericia,piel
1754,cefalodinia,cabeza,amordazar,esofago
1755,hiperreflexia,nervio,coroiditis,uvea
1756,neuralgia,nervio,bruxismo,mandibula
1757,aturdimiento,cerebro,atelectasia,pulmon
1758,escotoma,ojo,presbicia,ojo
1759,silicatosis,pulmon,escencia,nariz
1760,vaccina,piel,alinfocitosis,linfocito
1761,taurodontismo,mandibula,retinitis,ojo
1762,pleuresia,pleura,crup,laringe
1763,vertigo,laberinto,lanugo,cabello
1764,hepatitis,higado,dislexia,cerebro
1765,midriasis,pupilar,glaucoma,ojo
1766,queratoconjuntivitis,conjuntiva,dismenorrea,utero
1767,pitiriasis,piel,asma,pulmon
1768,pustula,piel,picazon,piel
1769,petequias,piel,demencia,cerebro
1770,hiperbilirrubinemia,higado,diaforesis,cabello
1771,keratosis,piel,anovulatorio,ovario
1772,tinnitus,laberinto,rubor,piel
1773,reumatismo,articulaciones,osteomalacia,cartilago
1774,priapismo,pene,poliosis,piel
1775,gota,sangre,cataplexia,cerebro
1776,progeria,piel,ambliopia,ojo
1777,escotoma,ojo,progeria,piel
1778,eczema,piel,celulitis,piel
1779,neuromielitis,nervio,dislexia,cerebro
1780,maloclusion,mandibula,mareo,cerebro
1781,laringitis,laringe,acidez,esofago
1782,poliosis,cabello,queratoconjuntivitis,cornea
1783,tinnitus,laberinto,asma,pulmon
1784,hiperreflexia,nervio,mareo,cerebro
1785,reumatismo,articulaciones,purpura,piel
1786,prurito,piel,hipomania,cerebro
1787,rinorrea,nariz,neuritis,nervio
1788,meningoencefalitis,cerebro,cefalodinia,cabeza
1789,taurodontismo,mandibula,glositis,lengua
1790,queilitis,mandibula,calvicie,piel
1791,orquitis,testiculo,ictericia,piel
1792,reumatismo,articulaciones,guiño,nervio
1793,carotico,cerebro,neuromielitis,nervio
1794,parestesia,piel,microencefalia,cerebro
1795,hepatitis,higado,alodinia,piel
1796,prognatismo,cartilago,criptorquidia,pelvis
1797,hepatoesplenomegalia,bazo,demencia,cerebro
1798,neumotorax,pleura,bruxismo,mandibula
1799,raquitismo,cartilago,gastrinoma,duodeno
1800,insomnio,cerebro,queratoconjuntivitis,conjuntiva
1801,mielitis,cerebro,encefalitis,cerebro
1802,vitiligo,piel,acrodermatitis,piel
1803,narcosis,cerebro,esofagitis,esofago
1804,ginecomastia,mama,conjuntivitis,conjuntiva
1805,noma,piel,artrogrifosis,articulaciones
1806,nefritis,riñon,lanugo,cabello
1807,septicemia,sangre,deslumbramiento,ojo
1808,glositis,mandibula,coroiditis,coroides
1809,sarna,piel,cataplexia,cerebro
1810,poiquilodermia,piel,pericarditis,corazon
1811,ictericia,piel,esofagitis,esofago
1812,contextura,piel,artritis,articulaciones
1813,desgarro,piel,hirsutismo,cabello
1814,neumonia,pulmon,lipodistrofia,piel
1815,parasomnia,cerebro,alodinia,piel
1816,rinorrea,nariz,periodontitis,mandibula
1817,taurodontismo,mandibula,neumoconiosis,pulmon
1818,cecitis,ciego,reflujo,esofago
1819,deslumbramiento,ojo,encandilamiento,ojo
1820,guiño,ojo,acne,piel
1821,fibrilacion,corazon,albinismo,piel
1822,nistagmo,ojo,atelectasia,pulmon
1823,encefalitis,cerebro,coriorretinitis,retina
1824,escleritis,ojo,hemoptisis,expectoracion
1825,parasomnia,cerebro,acidez,piel
1826,erisipela,piel,queilitis,mandibula
1827,urticaria,piel,nefritis,riñon
1828,stare,ojo,maloclusion,denticion
1829,vaccina,piel,ambidiestro,cerebro
1830,poliartritis,articulaciones,gingivitis,encia
1831,parasoriasis,piel,hiperostosis,cartilago
1832,osteitis,cartilago,fibrilacion,corazon
1833,viremia,sangre,onicomicosis,piel
1834,amordazar,esofago,acne,piel
1835,uricacidemia,sangre,calvicie,piel
1836,mirada,ojo,epididimitis,testiculo
1837,poliartritis,articulaciones,contextura,piel
1838,artrogrifosis,cerebro,alodinia,piel
1839,osteoma,cartilago,epilepsia,cerebro
1840,vertigo,cerebro,calvicie,cabello
1841,ovulatorio,ovario,bronconeumonia,pulmon
1842,silicatosis,pulmon,maloclusion,mandibula
1843,aturdimiento,cerebro,anovulatorio,ovario
1844,retinitis,coroides,criptorquidia,pelvis
1845,esplenomegalia,bazo,diaforesis,piel
1846,soriasis,piel,epididimitis,testiculo
1847,laminitis,pezuña,anquiloglosia,cara
1848,neuromielitis,nervio,artrogrifosis,articulaciones
1849,viremia,sangre,agiria,cerebro
1850,cianosis,cabello,ambidiestro,cerebro
1851,pitiriasis,piel,queratocono,cornea
1852,piedra,cabello,amaurosis,ojo
1853,piometra,utero,acrodermatitis,piel
1854,cecitis,ciego,amiantosis,pulmon
1855,viremia,sangre,paraqueratosis,piel
1856,ovulatorio,ovario,acidez,esofago
1857,politricosis,cabello,bacteriemia,sangre
1858,microencefalia,cerebro,queratitis,ojo
1859,traqueitis,traquea,gingivoestomatitis,mandibula
1860,variola,piel,lipodistrofia,piel
1861,midriasis,pupilar,glositis,lengua
1862,agiria,cerebro,deslumbramiento,ojo
1863,insulinoma,pancreas,hirsutismo,piel
1864,osteoma,cartilago,miliaria,piel
1865,espondilosis,articulaciones,hepatitis,higado
1866,hirsutismo,piel,flictena,piel
1867,hiperpigmentacion,piel,hiperemia,piel
1868,miliaria,piel,rubor,piel
1869,cefalodinia,cabeza,acne,piel
1870,raquitismo,cartilago,hiperqueratosis,piel
1871,uveitis,uvea,miocarditis,miocardio
1872,onicomicosis,piel,miocarditis,miocardio
1873,contextura,piel,asma,pulmon
1874,kuru,posencefalo,hiperqueratosis,piel
1875,picazon,piel,artrogrifosis,articulaciones
1876,hidronefrosis,riñon,artrogrifosis,cerebro
1877,osteitis,cartilago,queratoconjuntivitis,conjuntiva
1878,viremia,sangre,escotoma,ojo
1879,aura,cerebro,ambidiestro,cerebro
1880,ovulatorio,ovario,mareo,cerebro
1881,dislexia,cerebro,aura,cerebro
1882,palidez,cara,nistagmo,ojo
1883,agiria,cerebro,duodenitis,duodeno
1884,asialia,mandibula,meningococemia,sangre
1885,escleritis,esclerotica,neumonitis,pulmon
1886,dermatomicosis,piel,anquiloglosia,lengua
1887,ciatica,articulaciones,asma,pulmon
1888,gastrinoma,duodeno,coroiditis,retina
1889,escencia,nariz,dermatitis,piel
1890,tatuaje,piel,enterorragia,recto
1891,parestesia,piel,gingivitis,encia
1892,estertores,pecho,dermatomiositis,piel
1893,insomnio,cerebro,despierto,cerebro
1894,hirsutismo,cabello,bursitis,articulaciones
1895,laminitis,pezuña,acne,piel
1896,demencia,cerebro,guiño,ojo
1897,enterorragia,recto,epilepsia,cerebro
1898,taurodontismo,cara,variola,piel
1899,retinitis,retina,pioderma,piel
1900,taurodontismo,mandibula,acne,piel
1901,carotico,cerebro,queratocono,cornea
1902,neumotorax,pleura,neumonitis,pulmon
1903,periodontitis,mandibula,artrogrifosis,articulaciones
1904,mielitis,cerebro,bronconeumonia,pulmon
1905,urticaria,piel,coriorretinitis,coroides
1906,queloide,piel,artritis,articulaciones
1907,ictericia,piel,artritis,articulaciones
1908,vertigo,cerebro,aturdimiento,cerebro
1909,meningococemia,sangre,absceso,piel
1910,retinitis,coroides,hiperreflexia,nervio
1911,queloide,piel,hipomania,cerebro
1912,silicatosis,pulmon,bronconeumonia,pulmon
1913,neuromielitis,nervio,gingivoestomatitis,encia
1914,petequias,piel,pericarditis,corazon
1915,rosacea,piel,acidez,esofago
1916,hiperostosis,cartilago,deslumbramiento,ojo
1917,purpura,piel,ovulatorio,ovario
1918,hepatitis,higado,anquiloglosia,cara
1919,polio,cerebro,asma,pulmon
1920,pesadilla,cerebro,endocarditis,endocardio
1921,purpura,piel,coriorretinitis,coroides
1922,cianosis,piel,abrasion,piel
1923,piedra,piel,dislexia,cerebro
1924,taquiarritmia,corazon,calvicie,piel
1925,septicemia,sangre,pleuroneumonia,pleura
1926,polio,cerebro,posimagen,ojo
1927,carotico,cerebro,reflujo,abdomen
1928,poliosis,piel,hepatomegalia,higado
1929,piometra,utero,escencia,nariz
1930,poiquilodermia,piel,epistaxis,nariz
1931,gingivoestomatitis,mandibula,amiantosis,pulmon
1932,prostatitis,prostata,progeria,piel
1933,hiperbilirrubinemia,higado,hepatitis,higado
1934,hipomania,cerebro,calvicie,cabello
1935,neuralgia,nervio,amaurosis,ojo
1936,picazon,piel,hidronefrosis,riñon
1937,prurito,piel,amaurosis,ojo
1938,bruxismo,mandibula,ambliopia,ojo
1939,osteoporosis,cartilago,excoriacion,piel
1940,midriasis,pupilar,queloide,piel
1941,eczema,piel,alodinia,piel
1942,penfigo,piel,acidez,esofago
1943,sudoracion,cabello,eczema,piel
1944,hiperemia,piel,endometritis,endometrio
1945,fotofobia,ojo,miliaria,piel
1946,pioderma,piel,epididimitis,epididimo
1947,urticaria,piel,picazon,piel
1948,variola,piel,aturdimiento,cerebro
1949,prurito,piel,purpura,piel
1950,miocarditis,miocardio,gingivoestomatitis,mandibula
1951,silicatosis,pulmon,anquiloglosia,cara
1952,polio,cerebro,hepatoesplenomegalia,higado
1953,peritonitis,peritoneo,hemocromatosis,higado
1954,sudoracion,piel,dislexia,cerebro
1955,paperas,mandibula,diaforesis,piel
1956,scrapie,posencefalo,ovulatorio,ovario
1957,pustula,piel,parasomnia,cerebro
1958,neuralgia,nervio,insulinoma,abdomen
1959,sinovitis,articulaciones,paraqueratosis,piel
1960,psitacosis,pulmon,dermatomiositis,piel
1961,picazon,piel,laringitis,laringe
1962,prognatismo,cartilago,afaquia,cristalino
1963,alinfocitosis,linfocito,glomerulonefritis,riñon
1964,osteoporosis,cartilago,ginecomastia,mama
1965,coroiditis,retina,atelectasia,pulmon
1966,osteoporosis,cartilago,hidronefrosis,riñon
1967,hiperemia,cabello,flictena,piel
1968,estornudo,nariz,osteomalacia,cartilago
1969,tendonitis,articulaciones,osteitis,cartilago
1970,pleuroneumonia,pulmon,anquiloglosia,mandibula
1971,osteoma,cartilago,neuralgia,nervio
1972,gingivitis,encia,delirio,cerebro
1973,neuritis,nervio,gota,sangre
1974,pterigion,cornea,amuck,cerebro
1975,presbicia,ojo,coriorretinitis,coroides
1976,vaginitis,vagina,afaquia,cristalino
1977,uricacidemia,sangre,angioedema,piel
1978,osteopenia,cartilago,albinismo,ojo
1979,epilepsia,cerebro,artrogrifosis,cerebro
1980,progeria,piel,neuromielitis,nervio
1981,hirsutismo,piel,gota,sangre
1982,uveitis,uvea,aura,cerebro
1983,pleuroneumonia,pulmon,politricosis,piel
1984,progeria,piel,hemocromatosis,higado
1985,enterorragia,recto,flictena,piel
1986,delirio,cerebro,ambliopia,ojo
1987,vertigo,cerebro,maloclusion,mandibula
1988,septicemia,sangre,rubor,cara
1989,uveitis,ojo,epistaxis,nariz
1990,hirsutismo,cabello,absceso,piel
1991,priapismo,pene,epididimitis,epididimo
1992,midriasis,pupilar,endometritis,endometrio
1993,osteitis,cartilago,apendicitis,apendice
1994,progeria,piel,endocarditis,endocardio
1995,sudoracion,piel,astigmatismo,ojo
1996,uveitis,ojo,urticaria,piel
1997,sepsis,sangre,albinismo,piel
1998,miliaria,piel,gastrinoma,duodeno
1999,prurito,piel,coroiditis,retina
2000,retinitis,ojo,hipomania,cerebro
2001,osteopenia,cartilago,nefritis,riñon
2002,septicemia,sangre,gota,sangre
2003,osteomalacia,cartilago,ambliopia,ojo
2004,rinofima,piel,insulinoma,pancreas
2005,lepra,piel,fibromialgia,articulaciones
2006,estertores,pecho,hidrotorax,pleura
2007,uveitis,ojo,pleuroneumonia,pleura
2008,hipernasalidad,nariz,coriorretinitis,coroides
2009,escleritis,esclerotica,laringitis,laringe
2010,esteatohepatitis,higado,queratitis,ojo
2011,polineuritis,nervio,fototoxicidad,piel
2012,vaccina,piel,keratosis,piel
2013,neuralgia,nervio,gingivoestomatitis,mandibula
2014,reflujo,esofago,nefrocalcinosis,riñon
2015,coriorretinitis,coroides,artrogrifosis,cerebro
2016,mediastinitis,mediastino,artrogrifosis,cerebro
2017,osteomielitis,cartilago,lepra,piel
2018,poiquilodermia,piel,artrogrifosis,cerebro
2019,cecitis,ciego,acne,piel
2020,neuropatia,nervio,narcolepsia,cerebro
2021,osteitis,cartilago,encandilamiento,ojo
2022,osteitis,cartilago,dislexia,cerebro
2023,tendonitis,articulaciones,bronquiolitis,pulmon
2024,vaccina,piel,sudoracion,cabello
2025,neumotorax,pleura,hidronefrosis,riñon
2026,retinitis,coroides,alinfocitosis,linfocito
2027,rubor,cara,celulitis,piel
2028,mareo,cerebro,conjuntivitis,conjuntiva
2029,urticaria,piel,osteopenia,cartilago
2030,glaucoma,ojo,gastrinoma,duodeno
2031,pustula,piel,neuritis,nervio
2032,neumoconiosis,pulmon,calvicie,cabello
2033,tendonitis,articulaciones,laminitis,pezuña
2034,sudoracion,piel,gastrinoma,duodeno
2035,kuru,cerebro,hipospadias,uretra
2036,gota,sangre,acrodermatitis,piel
2037,taurodontismo,mandibula,dermatomicosis,cabello
2038,gingivoestomatitis,encia,mareo,cerebro
2039,kuru,posencefalo,afaquia,cristalino
2040,asialia,mandibula,traqueitis,traquea
2041,prognatismo,cartilago,acalasia,abdomen
2042,sarna,piel,queratoconjuntivitis,conjuntiva
2043,calvicie,piel,abrasion,piel
2044,lipoatrofia,piel,cianosis,cabello
2045,noma,piel,amordazar,esofago
2046,escleritis,ojo,laberintitis,laberinto
2047,mielitis,cerebro,queilitis,mandibula
2048,retinoblastoma,retina,deslumbramiento,ojo
2049,crup,laringe,aura,cerebro
2050,esofagitis,esofago,bronquiolitis,pulmon
2051,hiperbilirrubinemia,higado,cianosis,cabello
2052,narcosis,cerebro,desvanecimiento,cerebro
2053,guiño,nervio,abrasion,piel
2054,gastrinoma,duodeno,despierto,cerebro
2055,hemotorax,pleura,bruxismo,mandibula
2056,mielitis,cerebro,mirada,ojo
2057,miliaria,piel,glaucoma,ojo
2058,neuromielitis,nervio,mastitis,mama
2059,insulinoma,pancreas,catarata,cristalino
2060,liposarcoma,piel,lipoatrofia,piel
2061,tendonitis,articulaciones,dismenorrea,utero
2062,soriasis,piel,ambidiestro,cerebro
2063,narcolepsia,cerebro,atelectasia,pulmon
2064,sinovitis,articulaciones,escotoma,ojo
2065,gastrinoma,duodeno,corvaza,articulaciones
2066,presbicia,ojo,albinismo,piel
2067,mediastinitis,mediastino,catarata,cristalino
2068,taquiarritmia,corazon,nefritis,riñon
2069,sudoracion,cabello,excoriacion,piel
2070,hemotorax,pleura,gota,sangre
2071,uveitis,ojo,pioderma,piel
2072,scrapie,cerebro,dismenorrea,utero
2073,esclerodermia,fascia,laringitis,laringe
2074,onicomicosis,piel,amordazar,esofago
2075,scrapie,cerebro,epilepsia,cerebro
